100 200 300
B,165,284,9
B,166,181,5
B,167,15,4
B,167,109,5
B,168,128,5
B,168,270,4
B,170,45,1
B,172,7,3
B,172,19,7
B,172,162,6
B,173,78,7
B,176,216,8
B,177,44,7
B,179,237,1
B,180,137,2
B,180,152,6
B,181,67,6
B,182,128,9
B,184,30,8
B,184,195,5
B,186,8,5
B,187,218,8
B,187,294,9
B,188,18,6
B,188,92,1
B,189,210,3
B,189,299,9
B,190,111,2
B,191,29,9
B,192,121,5
B,192,261,2
B,193,191,8
B,194,37,8
B,194,166,2
B,194,281,8
B,195,7,9
B,195,270,4
B,197,25,5
B,198,81,4
B,198,276,7
B,200,133,5
